,,,,,,,
,,마이페이지-바구니,해금 조건,누적 학습시간 >= unlockTimeInSeconds,구현됨(FE+BE),,
,,마이페이지-바구니,해금 시점,세션 리뷰 팝업 제출 후 check-award 호출,구현됨(FE),,
,,마이페이지-바구니,대표 변경 API,PATCH /api/mypage/character 존재·UI 미연동,구현됨(BE),,
,,마이페이지-바구니,BE 명칭,API 주석 '내 채소 바구니' · FE '내 과일 바구니',구현됨(FE+BE),,
,,마이페이지-누적시간,캐릭터용,GET /total-study-time = todo actualTime 전체 합(완료 무관),구현됨(BE),,
,,마이페이지-누적시간,프로필용,character-basket totalFocusTime = 완료 todo actualTime만,구현됨(BE),,
,,마이페이지-누적시간,집계 불일치,해금 기준 vs 프로필 표시 vs 리포트가 서로 다른 소스,구현됨(FE+BE),,
,,마이페이지-메이트,목록 API,GET /api/groups/mates 페이지네이션,구현됨(FE+BE),,
,,마이페이지-메이트,그룹 필터,전체 그룹 또는 내 그룹 목록 선택,구현됨(FE),,
,,마이페이지-메이트,검색,닉네임 검색·submit 시에만 반영,구현됨(FE),,
,,마이페이지-메이트,실시간 상태,WS /topic/mates/active-status,구현됨(FE+BE),,
,,마이페이지-메이트,콕 찌르기,활성 메이트만 · 공통 그룹 선택,구현됨(FE),,
,,마이페이지-메이트,빈 목록,그룹 없음/검색无 결과 안내 문구,구현됨(FE),,
,,마이페이지-메이트,라운지 제외,홈과 달리 마이페이지 메이트 필터에 라운지 제외 로직 없음,구현됨(FE),,
,,마이페이지-연동,헤더 프로필,GET /api/mypage/profile 별도(명언·대표캐릭터),구현됨(FE+BE),,
,,마이페이지-연동,캐릭터 획득 모달,획득 시 '마이페이지>내 과일 바구니' 안내,구현됨(FE),,
