수집목표,지표유형,업데이트구분,데이터코드,대분류,중분류,데이터명,발생조건,속성예시,현재저장위치,GA4이벤트,파이프라인,수집가능상태,수집불가사유_또는_필요조치,대시보드후보,함께보면좋은지표,비고,등록일
선택,원자지표,기존,CHAT_MSG_READ,채팅,메시지,채팅 읽음,chat API/WS,,DB:chat_*,,미수집,즉시수집가능(DB있음·파이프라인확장),,참고,,FE UI 미노출 가능성,2026-07-13
수집필수,원자지표,기존,WS_CONNECT,시스템,WS,WebSocket 연결,STOMP CONNECT,,DB:user.is_active,,미수집,즉시수집가능(DB있음·파이프라인확장),,참고,,,2026-07-13
수집필수,원자지표,기존,WS_DISCONNECT,시스템,WS,WebSocket 해제,DISCONNECT,,DB:user.is_active,,미수집,즉시수집가능(DB있음·파이프라인확장),,참고,,,2026-07-13
수집필수,원자지표,기존,NOTI_FOCUS_SEND,알림,집중체크,집중체크 알림 발송,scheduler,,Redis→WS,,미수집,미수집(로그없음·BE/FE보강필요),,후보,,,2026-07-13
수집필수,원자지표,권장,NOTI_FOCUS_RECV,알림,집중체크,집중체크 알림 수신/클릭,WS+브라우저알림,,WS,,미수집,미수집(로그없음·BE/FE보강필요),,후보,,,2026-07-13
수집필수,원자지표,기존,NOTI_TIMER_COMPLETE,알림,타이머,타이머 완료 알림,TimerCompletionService,,Redis→WS,,미수집,미수집(로그없음·BE/FE보강필요),,참고,,,2026-07-13
수집필수,원자지표,권장,NOTI_BROWSER_PERM,알림,권한,브라우저 알림 권한,Notification permission,,없음,,미수집,미수집(로그없음·BE/FE보강필요),,참고,,,2026-07-13
선택,원자지표,기존,MATE_ACTIVE_WS,시스템,상태,메이트 활동상태 브로드캐스트,active-status,,Redis→WS,,미수집,시스템조회(분석가치낮음),,제외,,,2026-07-13
수집필수,원자지표,기존,TOOL_GA4,분석도구,외부,GA4 전체,pageview+커스텀,,GA4콘솔,,미연동,부분수집(GA만),,참고,,,2026-07-13
선택,원자지표,기존,TOOL_CLARITY,분석도구,외부,Clarity 세션,전페이지,,Clarity,,미연동,부분수집(GA만),,참고,,정성분석,2026-07-13
수집필수,파생지표,신규,KPI_USER_GROUPS,대시보드후보,조합,유저별 그룹목록·개수·최근입장 뷰,UG_* 조합,,파생,,원천의존,즉시수집가능(파이프라인중),이미 스냅샷으로 가능. 대시보드/리포트로 노출,핵심,UG_* 조합,,2026-07-13
수집필수,파생지표,신규,KPI_PERSONAL_VS_GROUP,대시보드후보,조합,개인 vs 그룹 집중 비교,TM_*+GTM_*,,파생,,원천의존,즉시수집가능(파이프라인중),파이프라인 원천 있음,핵심,TM_*+GTM_*,,2026-07-13
수집필수,파생지표,신규,KPI_INVITE_FUNNEL,대시보드후보,조합,초대 생성→수락 퍼널,INV_*,,파생,,원천의존,즉시수집가능(파이프라인중),원천 있음,핵심,INV_*,,2026-07-13
수집필수,파생지표,신규,KPI_POKE_FUNNEL,대시보드후보,조합,콕 발송→응답→입장,POKE_*+UG_SESSION_ENTER,,파생,,원천의존,미수집(로그없음·BE/FE보강필요),POKE_SEND 로그 선행 필수,핵심,POKE_*+UG_SESSION_ENTER,,2026-07-13
수집필수,파생지표,신규,KPI_STAY_VS_FOCUS,대시보드후보,조합,체류 vs 실제집중,GA stay+TM,,파생,,원천의존,즉시수집가능(파이프라인중),소스 이질·퇴장로그 보강,핵심,GA stay+TM,,2026-07-13
수집필수,파생지표,신규,KPI_ONBOARD_FUNNEL,대시보드후보,조합,온보딩 단계 전환,ONB_STEP_*,,파생,,원천의존,미수집(로그없음·BE/FE보강필요),단계로그 선행,핵심,ONB_STEP_*,,2026-07-13
수집필수,파생지표,신규,KPI_SIGNUP_CHANNEL,대시보드후보,조합,채널별 가입전환,PAGE_FIRST+AUTH,,파생,,원천의존,즉시수집가능(파이프라인중),GA연동 또는 파이프라인,핵심,PAGE_FIRST+AUTH,,2026-07-13
